,index,location,bhk,total_sqft,bath,price,encoded_loc
4920,6697,Bannerghatta Road,2,960.0,2.0,58.0,34
4921,6698,NGR Layout,1,907.0,1.0,38.0,167
4922,6699,Old Madras Road,2,1210.0,2.0,74.0,177
4923,6701,others,2,1230.0,2.0,70.0,230
4924,6702,5th Phase JP Nagar,3,1350.0,2.0,75.0,4
4925,6703,Kenchenahalli,2,1150.0,2.0,58.0,134
4926,6704,Sarjapur,3,1404.0,2.0,53.35,193
4927,6705,OMBR Layout,2,1050.0,2.0,48.0,175
4928,6707,Yelahanka,2,1285.0,2.0,56.0,226
4929,6708,Hormavu,2,1018.0,2.0,50.8,100
4930,6709,Hoskote,3,1200.0,3.0,57.0,103
4931,6711,others,3,1600.0,3.0,95.0,230
4932,6712,9th Phase JP Nagar,2,1480.0,2.0,80.0,8
4933,6714,Kaval Byrasandra,1,480.0,1.0,25.0,133
4934,6715,Akshaya Nagar,3,1435.0,3.0,53.0,11
4935,6717,others,1,600.0,2.0,23.0,230
4936,6718,CV Raman Nagar,3,1590.0,2.0,85.0,53
4937,6720,Nagavara,2,936.0,2.0,40.2,171
4938,6721,Banashankari,2,1181.0,2.0,75.0,26
4939,6722,Kengeri,3,1741.0,3.0,80.0,135
4940,6723,JP Nagar,3,1750.0,3.0,123.0,109
4941,6724,Varthur Road,2,1050.0,2.0,42.7,218
4942,6725,Tumkur Road,2,1027.0,2.0,60.0,214
4943,6728,Sector 2 HSR Layout,3,1600.0,3.0,70.0,196
4944,6730,Sahakara Nagar,2,1000.0,2.0,60.0,190
4945,6731,Varthur,2,1120.0,2.0,44.24,217
4946,6732,others,2,1200.0,2.0,85.0,230
4947,6733,others,2,1200.0,2.0,35.0,230
4948,6734,Kasturi Nagar,3,1570.0,3.0,110.0,131
4949,6737,Electronic City Phase II,2,1140.0,2.0,33.84,75
4950,6738,Banashankari,2,1105.0,2.0,90.0,26
4951,6739,Electronic City,2,1200.0,2.0,34.65,74
4952,6740,Whitefield,1,905.0,1.0,62.0,224
4953,6742,Kudlu Gate,2,1185.0,2.0,50.0,148
4954,6744,Rayasandra,3,1458.0,3.0,60.0,189
4955,6745,Hormavu,3,1555.0,3.0,75.0,100
4956,6746,others,2,1200.0,2.0,45.0,230
4957,6747,Sarjapur  Road,2,1308.0,2.0,58.86,194
4958,6748,Kudlu,2,1024.0,2.0,44.0,147
4959,6750,Kanakapura,3,1450.0,3.0,75.0,126
4960,6751,Seegehalli,3,1639.0,3.0,120.0,198
4961,6753,Hennur Road,2,1232.0,2.0,87.0,96
4962,6756,others,3,2000.0,4.0,130.0,230
4963,6757,Jakkur,2,1230.0,2.0,79.0,110
4964,6759,KR Puram,2,1076.0,2.0,67.0,115
4965,6761,others,3,995.0,2.0,34.82,230
4966,6765,Electronic City,2,1096.0,2.0,40.55,74
4967,6766,Horamavu Agara,2,1107.83,2.0,41.51,98
4968,6769,8th Phase JP Nagar,3,2135.5,3.0,72.02,7
4969,6770,Whitefield,2,1320.0,2.0,99.26,224
4970,6771,Whitefield,3,2901.0,4.0,190.0,224
4971,6772,GM Palaya,3,1315.0,2.0,65.0,78
4972,6773,others,2,1000.0,2.0,44.0,230
4973,6774,Hosakerehalli,3,1596.0,3.0,79.8,102
4974,6775,Bannerghatta Road,3,1750.0,3.0,130.0,34
4975,6777,Old Madras Road,3,1350.0,3.0,47.25,177
4976,6778,Old Madras Road,4,6087.5,2.0,341.0,177
4977,6779,others,2,1175.0,2.0,79.0,230
4978,6780,Talaghattapura,2,921.0,2.0,29.47,208
4979,6782,Sultan Palaya,3,1713.0,3.0,125.0,206
4980,6783,others,2,1200.0,2.0,43.0,230
4981,6784,8th Phase JP Nagar,3,1900.0,4.0,90.0,7
4982,6785,Kudlu Gate,3,1664.0,3.0,68.0,148
4983,6786,Binny Pete,3,1795.0,3.0,139.0,45
4984,6787,Kereguddadahalli,1,600.0,1.0,19.5,137
4985,6788,Hoodi,2,1240.0,2.0,65.0,97
4986,6789,Hegde Nagar,3,1965.0,4.0,132.0,94
4987,6792,Electronics City Phase 1,2,1200.0,2.0,59.76,76
4988,6793,others,2,1112.0,2.0,68.0,230
4989,6795,Mahadevpura,2,1136.0,2.0,64.5,156
4990,6796,Jigani,2,914.0,2.0,55.0,113
4991,6798,Rachenahalli,2,1050.0,2.0,47.25,183
4992,6799,Marathahalli,3,1385.0,2.0,68.5,161
4993,6800,others,2,990.0,2.0,35.0,230
4994,6801,Yelahanka,2,845.0,2.0,43.0,226
4995,6802,Whitefield,2,1485.0,2.0,96.51,224
4996,6803,Kanakapura,3,1460.0,2.0,43.79,126
4997,6804,Thanisandra,2,1450.0,2.0,57.0,209
4998,6805,HSR Layout,3,1360.0,2.0,53.0,89
4999,6806,Singasandra,2,1375.0,2.0,58.0,201
5000,6807,Uttarahalli,2,1125.0,2.0,48.0,216
5001,6809,7th Phase JP Nagar,3,1460.0,2.0,100.0,6
5002,6810,others,2,1107.0,2.0,40.0,230
5003,6811,others,2,1158.0,2.0,75.0,230
5004,6812,Yelachenahalli,2,800.0,1.0,30.0,225
5005,6814,Bhoganhalli,3,1760.0,3.0,128.0,43
5006,6815,others,4,3200.0,4.0,200.0,230
5007,6817,TC Palaya,3,1350.0,3.0,60.0,207
5008,6819,others,2,1125.0,2.0,32.49,230
5009,6821,BTM Layout,3,1600.0,3.0,112.0,23
5010,6822,others,2,1200.0,2.0,90.0,230
5011,6823,Whitefield,3,1755.0,3.0,101.0,224
5012,6824,Hulimavu,2,1200.0,2.0,50.0,105
5013,6825,others,2,1200.0,2.0,67.0,230
5014,6826,others,2,1266.67,2.0,69.0,230
5015,6829,others,3,1300.0,3.0,64.0,230
5016,6832,Mysore Road,2,1500.5,2.0,50.855,166
5017,6833,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0,184
5018,6834,others,2,2000.0,2.0,160.0,230
5019,6835,Panathur,2,1210.0,2.0,80.0,180
5020,6837,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0,184
5021,6841,Sarjapur  Road,2,920.0,2.0,40.0,194
5022,6844,Munnekollal,3,1750.0,3.0,86.5,164
5023,6845,Dasanapura,2,1163.0,2.0,65.0,63
5024,6847,others,3,1800.0,3.0,95.0,230
5025,6848,CV Raman Nagar,2,1100.0,2.0,58.0,53
5026,6849,R.T. Nagar,2,1200.0,2.0,60.0,182
5027,6850,others,3,1410.0,3.0,65.0,230
5028,6851,Begur Road,3,1933.0,3.0,98.0,39
5029,6852,Begur Road,2,1200.0,2.0,45.6,39
5030,6853,Whitefield,3,1608.0,2.0,63.0,224
5031,6855,Horamavu Banaswadi,2,1156.0,2.0,46.9,99
5032,6856,others,2,1230.0,2.0,75.0,230
5033,6857,Kasavanhalli,1,770.0,1.0,43.82,130
5034,6858,Ardendale,3,1777.26,3.0,105.0,19
5035,6859,Kanakpura Road,2,1339.0,2.0,85.0,127
5036,6860,Sarjapur  Road,3,3044.0,3.0,183.0,194
5037,6861,others,2,1080.0,2.0,44.8,230
5038,6863,others,2,2400.0,2.0,135.0,230
5039,6864,Hulimavu,3,1450.0,3.0,72.0,105
5040,6865,Kothanur,2,1075.0,2.0,53.0,146
5041,6866,Sarjapur  Road,3,1163.0,2.0,62.0,194
5042,6870,Hebbal,2,1299.0,2.0,100.0,92
5043,6872,HRBR Layout,2,1170.0,2.0,75.0,88
5044,6873,JP Nagar,3,3070.0,2.0,152.0,109
5045,6874,Yelahanka,4,2600.0,4.0,175.0,226
5046,6875,KR Puram,2,1140.0,2.0,43.32,115
5047,6876,Kanakpura Road,3,1900.0,3.0,125.0,127
5048,6878,Electronic City,2,1110.0,2.0,39.95,74
5049,6880,HBR Layout,2,1089.0,2.0,60.0,87
5050,6881,others,2,880.0,2.0,48.0,230
5051,6882,Kereguddadahalli,2,1080.0,2.0,32.0,137
5052,6883,Thanisandra,2,1093.0,2.0,68.1,209
5053,6884,Banashankari Stage III,3,1480.0,3.0,75.48,28
5054,6885,Hegde Nagar,3,1703.0,3.0,125.0,94
5055,6886,Hebbal,2,1200.0,2.0,60.0,92
5056,6887,Marathahalli,3,1690.0,3.0,116.0,161
5057,6888,Yelahanka,2,1305.0,2.0,78.0,226
5058,6889,Talaghattapura,3,1257.0,2.0,40.22,208
5059,6890,others,2,1150.0,2.0,45.0,230
5060,6891,others,2,1194.0,2.0,55.0,230
5061,6892,others,3,2000.0,3.0,90.0,230
5062,6893,Anekal,3,1500.0,4.0,99.0,17
5063,6894,others,2,1025.0,2.0,42.5,230
5064,6895,Horamavu Agara,2,980.0,2.0,38.19,98
5065,6897,Whitefield,3,2225.0,3.0,149.0,224
5066,6898,others,2,1022.0,2.0,57.0,230
5067,6900,others,2,1153.0,2.0,45.0,230
5068,6901,Pai Layout,2,1175.0,2.0,60.0,179
5069,6902,Vidyaranyapura,3,1560.0,3.0,68.0,219
5070,6905,Billekahalli,2,1350.0,3.0,55.0,44
5071,6906,others,2,1200.0,2.0,76.0,230
5072,6907,others,2,1200.0,1.0,54.0,230
5073,6908,Chandapura,2,800.0,2.0,25.0,55
5074,6909,Electronic City,4,2093.0,4.0,104.0,74
5075,6911,Bannerghatta Road,2,1275.0,2.0,73.0,34
5076,6912,Begur Road,2,1215.0,2.0,43.13,39
5077,6914,Begur Road,3,1444.0,2.0,71.5,39
5078,6915,others,2,950.0,2.0,38.0,230
5079,6917,Banashankari Stage II,3,1240.0,2.0,59.52,27
5080,6919,Hennur,2,1231.0,2.0,50.0,95
5081,6921,Yeshwanthpur,3,1713.0,3.0,110.0,229
5082,6923,Sarjapur  Road,3,3004.0,4.0,158.0,194
5083,6924,Sonnenahalli,3,1310.0,2.0,46.0,204
5084,6925,Jalahalli,2,790.0,2.0,49.5,111
5085,6927,others,3,1605.0,3.0,100.0,230
5086,6928,Whitefield,2,1250.0,2.0,82.0,224
5087,6930,Subramanyapura,3,1260.0,2.0,76.0,205
5088,6932,Yelahanka,2,1180.0,2.0,56.0,226
5089,6933,Uttarahalli,3,1255.0,2.0,50.19,216
5090,6934,Electronic City,2,1025.0,2.0,53.9,74
5091,6935,Sarjapur  Road,3,1877.0,4.0,150.0,194
5092,6938,Hennur,5,2500.0,5.0,125.0,95
5093,6939,others,3,1542.0,3.0,98.0,230
5094,6941,others,2,1012.0,2.0,42.0,230
5095,6942,Chandapura,2,1200.0,2.0,65.0,55
5096,6943,Sarjapur  Road,2,1115.0,2.0,43.0,194
5097,6944,Green Glen Layout,3,1680.0,4.0,95.0,83
5098,6945,Old Madras Road,2,1171.0,2.0,72.0,177
5099,6946,Tumkur Road,2,1027.0,2.0,68.62,214
5100,6947,Shampura,3,1700.0,3.0,75.0,199
5101,6948,Kanakapura,2,1090.0,2.0,38.15,126
5102,6949,Hennur Road,2,1232.0,2.0,74.0,96
5103,6950,Anekal,2,766.0,2.0,28.0,17
5104,6952,Kanakpura Road,1,525.0,1.0,27.0,127
5105,6953,Hosa Road,3,1590.0,3.0,109.0,101
5106,6955,Choodasandra,3,1254.0,2.0,65.0,60
5107,6956,others,5,3600.0,5.0,110.0,230
5108,6957,Kanakpura Road,3,1593.0,3.0,118.0,127
5109,6958,others,2,1333.0,2.0,77.27,230
5110,6960,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99,184
5111,6961,Ardendale,3,1650.0,3.0,82.0,19
5112,6962,Thanisandra,3,1430.0,2.0,51.48,209
5113,6963,Electronic City,2,940.0,2.0,54.0,74
5114,6964,Electronic City,1,435.0,1.0,21.0,74
5115,6965,Begur Road,2,1160.0,2.0,36.54,39
5116,6966,Electronic City,3,1500.0,2.0,77.5,74
5117,6967,Koramangala,3,1890.0,2.0,100.0,144
5118,6968,others,2,1050.0,2.0,70.0,230
5119,6970,Haralur Road,2,1027.0,2.0,43.0,90
5120,6972,Seegehalli,3,3000.0,4.0,235.0,198
5121,6973,Tumkur Road,3,1459.0,2.0,95.0,214
5122,6974,Yelahanka,3,1711.0,3.0,85.61,226
5123,6975,Hoodi,2,1250.0,2.0,98.0,97
5124,6977,Anandapura,2,875.0,2.0,57.0,15
5125,6978,Ramamurthy Nagar,2,1334.0,2.0,67.0,188
5126,6979,others,2,1140.0,2.0,32.92,230
5127,6983,Thigalarapalya,3,2072.0,4.0,160.0,210
5128,6986,Kengeri Satellite Town,2,920.0,2.0,39.0,136
5129,6988,Nagasandra,4,1310.0,3.0,95.0,170
5130,6989,Electronic City,3,1631.0,3.0,80.0,74
5131,6990,Kanakpura Road,1,525.0,1.0,27.5,127
5132,6991,Jalahalli,3,1395.0,3.0,82.0,111
5133,6992,others,3,2000.0,3.0,105.0,230
5134,6993,Hennur Road,2,1232.0,2.0,66.0,96
5135,6994,others,2,1075.0,2.0,55.0,230
5136,6995,Gubbalala,2,1205.0,2.0,70.0,84
5137,6998,Rayasandra,3,1179.0,2.0,55.0,189
5138,6999,Kodigehaali,2,1013.0,2.0,51.0,139
5139,7000,Uttarahalli,2,1160.0,2.0,40.6,216
5140,7002,7th Phase JP Nagar,2,1200.0,2.0,62.5,6
5141,7007,others,3,1200.0,3.0,99.0,230
5142,7009,Marathahalli,2,1065.0,2.0,55.0,161
5143,7010,Lakshminarayana Pura,2,1395.0,2.0,75.0,153
5144,7012,others,2,1007.0,2.0,43.0,230
5145,7013,Kengeri,3,1436.0,2.0,55.0,135
5146,7014,others,6,4250.0,6.0,150.0,230
5147,7016,Kengeri,2,1200.0,2.0,58.0,135
5148,7017,Mysore Road,2,940.0,2.0,43.61,166
5149,7018,KR Puram,6,4300.0,6.0,175.0,115
5150,7023,Dodda Nekkundi,3,1829.0,3.0,125.0,67
5151,7025,others,2,1000.0,2.0,60.0,230
5152,7026,others,3,5720.0,3.0,350.0,230
5153,7029,Hebbal,2,1390.0,2.0,95.0,92
5154,7030,Lakshminarayana Pura,3,1500.0,3.0,104.0,153
5155,7031,Vijayanagar,3,2047.0,3.0,136.0,220
5156,7032,Jakkur,2,1202.0,2.0,79.0,110
5157,7033,others,2,1012.0,2.0,59.0,230
5158,7034,Gunjur,3,2132.0,3.0,80.0,85
5159,7036,Whitefield,1,605.0,1.0,40.0,224
5160,7037,Harlur,2,1331.0,2.0,88.0,91
5161,7038,Margondanahalli,2,1200.0,2.0,69.0,162
5162,7043,others,3,1280.0,2.0,49.0,230
5163,7044,Balagere,2,1007.0,2.0,62.0,25
5164,7045,Thanisandra,3,1370.0,2.0,61.0,209
5165,7046,others,2,925.0,2.0,35.0,230
5166,7047,TC Palaya,2,1500.0,2.0,75.0,207
5167,7050,Hennur Road,2,1341.0,2.0,95.0,96
5168,7051,others,3,1350.0,2.0,47.25,230
5169,7052,Tumkur Road,2,992.0,2.0,60.0,214
5170,7053,Uttarahalli,2,1163.0,2.0,68.0,216
5171,7054,Sarjapur  Road,2,1229.0,2.0,70.0,194
5172,7055,others,2,600.0,2.0,39.0,230
5173,7056,Electronic City Phase II,2,1219.0,2.0,61.26,75
5174,7057,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13,184
5175,7058,Kasavanhalli,2,1147.0,2.0,60.0,130
5176,7059,Akshaya Nagar,3,1412.0,2.0,88.0,11
5177,7061,Sarjapur  Road,2,1044.0,2.0,34.77,194
5178,7062,Nagarbhavi,2,1190.0,2.0,63.0,169
5179,7063,others,3,1240.0,2.0,65.0,230
5180,7064,Jigani,3,1352.0,3.0,65.0,113
5181,7065,others,2,1100.0,2.0,55.0,230
5182,7066,Uttarahalli,3,1330.0,2.0,39.9,216
5183,7067,others,3,1700.0,3.0,111.0,230
5184,7068,Electronic City,2,1355.0,2.0,67.0,74
5185,7069,Ramamurthy Nagar,2,1200.0,2.0,46.0,188
5186,7070,Kengeri,1,400.0,2.0,25.0,135
5187,7071,Sarjapur  Road,2,1342.0,2.0,70.0,194
5188,7072,Begur Road,3,1615.0,3.0,50.87,39
5189,7073,others,2,1340.0,2.0,65.0,230
5190,7076,Devanahalli,2,1080.0,2.0,52.0,65
5191,7079,Hennur Road,3,2700.0,3.0,150.0,96
5192,7080,others,3,1780.0,3.0,110.0,230
5193,7081,Amruthahalli,3,1605.0,3.0,65.0,14
5194,7084,Kammanahalli,2,1200.0,2.0,80.0,124
5195,7085,Margondanahalli,2,900.0,2.0,49.0,162
5196,7086,Sarjapur,3,1830.0,3.0,88.0,193
5197,7089,others,5,1800.0,4.0,68.0,230
5198,7092,Uttarahalli,2,1065.0,2.0,42.59,216
5199,7095,others,3,900.0,2.0,65.0,230
5200,7096,others,2,946.0,2.0,45.0,230
5201,7097,Laggere,1,1500.0,1.0,60.0,152
5202,7098,Sarjapur  Road,3,1711.0,3.0,110.0,194
5203,7101,Kudlu Gate,3,1656.0,3.0,80.0,148
5204,7102,Uttarahalli,2,1075.0,2.0,46.76,216
5205,7103,Harlur,3,1752.12,3.0,133.0,91
5206,7105,others,3,1540.0,3.0,85.0,230
5207,7107,LB Shastri Nagar,1,665.0,1.0,32.0,151
5208,7108,Sector 2 HSR Layout,3,1665.0,3.0,110.0,196
5209,7109,Electronics City Phase 1,2,1145.0,2.0,54.0,76
5210,7110,Whitefield,2,1185.0,2.0,41.0,224
5211,7112,Marathahalli,3,1693.0,3.0,125.0,161
5212,7115,Uttarahalli,2,1155.0,2.0,40.6,216
5213,7116,others,3,1610.0,2.0,64.4,230
5214,7117,Whitefield,3,1200.0,3.0,56.58,224
5215,7119,EPIP Zone,3,1709.0,3.0,80.0,73
5216,7123,Gottigere,3,1400.0,2.0,50.0,82
5217,7124,KR Puram,2,1200.0,2.0,42.0,115
5218,7125,others,3,1439.0,3.0,57.23,230
5219,7126,Kasavanhalli,2,1375.0,2.0,72.0,130
5220,7128,Vijayanagar,3,1200.0,2.0,75.0,220
5221,7129,Yelahanka,2,1315.0,2.0,75.0,226
5222,7131,Yelahanka,6,3600.0,6.0,200.0,226
5223,7132,Vijayanagar,2,1178.0,2.0,82.0,220
5224,7133,Bannerghatta Road,3,1430.0,3.0,59.0,34
5225,7134,Mahadevpura,3,1400.0,2.0,65.8,156
5226,7135,Thanisandra,2,1093.0,2.0,72.0,209
5227,7136,Horamavu Banaswadi,2,1200.0,2.0,45.0,99
5228,7137,Magadi Road,5,5000.0,6.0,360.0,155
5229,7139,Whitefield,3,2210.0,3.0,156.0,224
5230,7140,Uttarahalli,2,1150.0,2.0,70.0,216
5231,7141,others,3,1435.0,2.0,60.0,230
5232,7143,Whitefield,2,1173.0,2.0,78.2,224
5233,7144,Thanisandra,2,1140.0,2.0,39.0,209
5234,7145,others,3,1717.0,3.0,120.0,230
5235,7146,Mallasandra,2,1325.0,2.0,65.0,158
5236,7147,Hoodi,3,1370.0,3.0,67.0,97
5237,7149,others,3,1409.0,2.0,62.0,230
5238,7150,Bellandur,2,1200.0,2.0,52.0,40
5239,7151,Thanisandra,2,1200.0,2.0,53.5,209
5240,7152,Whitefield,3,1740.0,4.0,130.0,224
5241,7153,Hennur Road,2,1232.0,2.0,88.0,96
5242,7154,Chandapura,2,1200.0,2.0,36.0,55
5243,7156,others,2,1250.0,2.0,50.0,230
5244,7158,Bommanahalli,4,2100.0,4.0,85.0,47
5245,7159,5th Phase JP Nagar,1,552.0,1.0,23.5,4
5246,7160,Uttarahalli,3,1065.0,2.0,42.59,216
5247,7162,others,2,1225.0,2.0,65.0,230
5248,7164,Padmanabhanagar,2,1067.0,2.0,52.0,178
5249,7165,Sarjapur,3,1364.0,2.0,56.0,193
5250,7166,others,3,1750.0,3.0,75.0,230
5251,7167,Bannerghatta Road,2,1240.0,2.0,71.0,34
5252,7168,Hulimavu,2,1200.0,2.0,75.0,105
5253,7169,Kaggadasapura,3,1540.0,3.0,75.0,118
5254,7170,others,3,1504.0,2.0,102.0,230
5255,7171,others,2,1116.0,2.0,49.8,230
5256,7172,Hennur Road,3,2365.0,4.0,175.0,96
5257,7174,Vijayanagar,2,864.0,2.0,45.0,220
5258,7176,Hoskote,3,1069.0,2.0,38.0,103
5259,7177,Hebbal,2,1333.0,2.0,100.0,92
5260,7178,others,4,1800.0,4.0,145.0,230
5261,7180,Thanisandra,3,1698.0,3.0,107.0,209
5262,7181,JP Nagar,3,1275.0,2.0,43.6,109
5263,7182,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0,184
5264,7183,Hennur,2,1160.0,2.0,49.0,95
5265,7184,Sarjapur  Road,3,1484.0,2.0,65.0,194
5266,7187,Hennur Road,2,1310.0,2.0,66.0,96
5267,7189,others,4,3000.0,4.0,240.0,230
5268,7190,Varthur,3,2145.0,3.0,165.0,217
5269,7192,Jigani,3,1230.0,3.0,60.0,113
5270,7194,Bommasandra Industrial Area,3,1310.0,2.0,37.83,49
5271,7195,others,2,1150.0,2.0,60.0,230
5272,7196,Munnekollal,3,1385.0,2.0,66.5,164
5273,7197,Tumkur Road,2,1066.0,2.0,52.5,214
5274,7198,Thanisandra,3,2293.0,3.0,80.26,209
5275,7200,others,3,1625.0,3.0,92.0,230
5276,7204,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0,184
5277,7205,7th Phase JP Nagar,2,1000.0,2.0,70.65,6
5278,7206,Nagavarapalya,2,907.0,2.0,38.0,172
5279,7207,Ulsoor,4,3500.0,4.0,138.0,215
5280,7208,Varthur,3,1395.0,2.0,79.0,217
5281,7209,others,2,1180.0,2.0,50.0,230
5282,7210,Banaswadi,5,1903.0,6.0,140.0,31
5283,7211,Electronic City,2,1175.0,2.0,47.0,74
5284,7212,others,2,1272.0,2.0,51.5,230
5285,7213,others,3,1490.0,2.0,92.0,230
5286,7214,Yeshwanthpur,2,1144.0,2.0,67.0,229
5287,7215,others,4,2400.0,5.0,140.0,230
5288,7216,Hormavu,2,1143.0,2.0,53.0,100
5289,7217,Karuna Nagar,3,2500.0,3.0,190.0,129
5290,7219,others,2,1044.0,2.0,60.0,230
5291,7220,Prithvi Layout,2,1352.0,3.0,93.0,181
5292,7221,Hennur Road,3,1552.0,3.0,75.0,96
5293,7222,Bellandur,3,1785.0,3.0,120.0,40
5294,7223,Pai Layout,2,810.0,2.0,34.5,179
5295,7224,Banashankari Stage V,3,1650.0,3.0,51.98,29
5296,7225,others,3,1595.0,3.0,70.39,230
5297,7226,Whitefield,2,1060.0,2.0,35.0,224
5298,7227,Babusapalaya,3,1410.0,2.0,65.0,24
5299,7228,Nagarbhavi,3,1523.0,2.0,56.0,169
5300,7229,Kanakpura Road,3,1591.0,3.0,122.0,127
5301,7230,others,3,1640.0,3.0,84.0,230
5302,7231,Yelahanka New Town,1,450.0,1.0,16.0,227
5303,7232,Bannerghatta Road,3,1305.0,2.0,60.0,34
5304,7233,Yelahanka,3,1590.0,3.0,54.0,226
5305,7234,Kaggadasapura,2,1240.0,2.0,45.0,118
5306,7235,others,2,1200.0,2.0,54.0,230
5307,7236,Dodda Nekkundi,2,1100.0,2.0,41.16,67
5308,7241,Channasandra,3,1310.0,2.0,45.0,56
5309,7243,others,2,959.0,2.0,42.5,230
5310,7247,Yelahanka,2,1390.0,2.0,70.21,226
5311,7248,Hulimavu,2,1590.0,2.0,46.0,105
5312,7249,Kenchenahalli,3,1280.0,2.0,69.0,134
5313,7252,Kasturi Nagar,2,1000.0,2.0,58.0,131
5314,7253,Marathahalli,2,1196.0,2.0,57.9,161
5315,7254,Sarjapur  Road,3,1220.0,3.0,57.0,194
5316,7255,Ambalipura,2,950.0,2.0,31.95,12
5317,7257,others,2,1141.0,2.0,55.0,230
5318,7258,5th Phase JP Nagar,2,1200.0,2.0,51.0,4
5319,7259,Kasavanhalli,3,1380.0,2.0,55.0,130
5320,7260,Doddathoguru,2,855.0,2.0,32.0,70
5321,7262,Chandapura,2,922.0,2.0,36.0,55
5322,7263,others,2,1200.0,2.0,43.2,230
5323,7265,7th Phase JP Nagar,2,1070.0,2.0,42.0,6
5324,7266,others,2,1293.0,2.0,75.0,230
5325,7267,R.T. Nagar,3,1380.0,2.0,50.0,182
5326,7268,Yelahanka New Town,3,1599.0,3.0,80.0,227
5327,7269,Nehru Nagar,2,967.0,2.0,41.1,174
5328,7270,others,3,1885.0,3.0,90.0,230
5329,7271,others,2,860.0,2.0,65.5,230
5330,7273,Sarjapur  Road,2,1050.0,2.0,63.5,194
5331,7274,Marathahalli,3,1595.0,3.0,88.0,161
5332,7275,Sarjapur  Road,2,1350.0,2.0,102.0,194
5333,7276,Hebbal,2,1204.0,2.0,45.0,92
5334,7277,Sarjapur  Road,4,2990.0,4.0,240.0,194
5335,7278,Sarjapur  Road,2,1035.0,2.0,49.0,194
5336,7279,others,2,1000.0,2.0,29.95,230
5337,7280,Sarjapur  Road,3,1457.0,3.0,85.0,194
5338,7282,Bannerghatta,2,1100.0,2.0,66.0,33
5339,7283,Whitefield,3,1655.0,3.0,120.0,224
5340,7284,Kanakpura Road,3,1691.2,3.0,115.0,127
5341,7285,Ramagondanahalli,2,1215.0,2.0,46.1,187
5342,7286,Kanakpura Road,2,1660.0,2.0,50.125,127
5343,7287,Hoodi,3,1639.0,3.0,129.0,97
5344,7288,Sarjapur  Road,3,1685.0,3.0,135.0,194
5345,7290,Hormavu,2,1100.0,2.0,38.0,100
5346,7291,Marathahalli,3,2122.0,3.0,125.0,161
5347,7292,others,2,1050.0,2.0,47.0,230
5348,7293,Kengeri,2,1230.0,2.0,45.0,135
5349,7294,5th Phase JP Nagar,3,1240.0,3.0,60.0,4
5350,7295,Electronic City Phase II,3,1252.0,2.0,65.0,75
5351,7296,others,3,1374.0,2.0,88.0,230
5352,7297,8th Phase JP Nagar,1,500.0,1.0,30.0,7
5353,7300,Banashankari,2,1040.0,2.0,45.0,26
5354,7301,Sarjapur  Road,2,1350.0,2.0,68.0,194
5355,7303,Hennur,3,2400.0,3.0,135.0,95
5356,7304,Haralur Road,3,1560.0,3.0,90.0,90
5357,7305,Anandapura,2,1151.0,2.0,43.16,15
5358,7306,Uttarahalli,3,1360.0,2.0,47.59,216
5359,7307,others,2,1250.0,2.0,60.0,230
5360,7309,Hennur Road,2,1015.0,2.0,50.0,96
5361,7310,Kadugodi,3,1351.0,2.0,78.0,117
5362,7311,Yelahanka New Town,2,960.0,2.0,50.0,227
5363,7312,others,2,1110.0,2.0,52.0,230
5364,7313,R.T. Nagar,3,1680.0,3.0,72.0,182
5365,7314,Arekere,3,2400.0,3.0,180.0,20
5366,7316,others,3,1350.0,3.0,48.6,230
5367,7317,Horamavu Banaswadi,2,1254.0,2.0,47.0,99
5368,7319,CV Raman Nagar,2,1051.0,2.0,61.0,53
5369,7321,Uttarahalli,2,1099.0,2.0,65.0,216
5370,7322,Hebbal,3,2650.0,4.0,199.0,92
5371,7323,others,4,2000.0,2.0,160.0,230
5372,7326,Whitefield,2,1125.0,2.0,45.0,224
5373,7327,Vittasandra,3,1650.0,3.0,85.0,223
5374,7328,others,1,834.0,1.0,62.0,230
5375,7329,Gollarapalya Hosahalli,3,1320.0,3.0,60.0,81
5376,7332,Mysore Road,3,1500.0,3.0,74.0,166
5377,7334,Kanakpura Road,1,1590.0,1.0,125.0,127
5378,7336,Whitefield,2,1180.0,2.0,70.0,224
5379,7337,Kadugodi,2,1010.0,2.0,50.0,117
5380,7338,Channasandra,2,1070.0,2.0,38.0,56
5381,7339,Choodasandra,3,1580.0,3.0,105.0,60
5382,7341,Green Glen Layout,3,2000.0,3.0,165.0,83
5383,7343,Sanjay nagar,3,1200.0,2.0,76.0,191
5384,7344,Kalena Agrahara,2,1040.0,2.0,45.0,121
5385,7345,Hulimavu,3,1430.0,2.0,90.0,105
5386,7348,Thanisandra,3,1564.0,3.0,105.0,209
5387,7350,Hormavu,2,750.0,2.0,58.0,100
5388,7351,Kasavanhalli,2,1200.0,2.0,60.0,130
5389,7353,Begur Road,2,1200.0,2.0,44.4,39
5390,7354,others,4,2000.0,4.0,135.0,230
5391,7357,Yelahanka,3,1650.0,3.0,105.0,226
